id_,age,wealth,gender
297,13,52839,0
298,49,221550,0
299,42,4993,1
300,41,140894,0
301,41,54124,0
302,62,88453,0
303,54,147659,0
304,49,114962,1
305,31,226442,1
306,31,158875,1
307,37,169078,1
308,64,214849,1
309,56,164346,1
310,38,197956,0
311,37,158215,1
312,49,70667,1
313,50,153549,1
314,41,188892,1
315,65,49379,0
316,30,197132,0
317,38,213064,1
318,52,132791,0
319,24,63299,1
320,54,24518,0
321,55,245715,1
322,54,18589,0
323,31,154270,1
324,50,140455,0
325,1392865130,200401,0
326,74,36931,1
327,40,102785,1
328,72,113383,1
329,53,16374,0
330,52,69865,1
331,53,145252,1
332,1890389598,129546,1
333,63,6342,0
334,28,239392,0
335,52,15555,0
336,23,77311,0
337,46,100746,0
338,24,59431,0
339,55,94693,1
340,45,240182,1
341,64,185043,0
342,56,222922,0
343,67,215575,1
344,44,105420,0
345,54,7594,1
346,43,242951,1
347,58,197574,0
348,64,55356,1
349,3969215222,222634,0
350,59,204750,1
351,35,220832,1
352,70,249432,1
353,38,93587,1
354,59,26221,1
355,52,190117,1
356,49,132547,1
357,56,154073,0
358,35,125113,0
359,43,83629,1
360,43,103315,0
361,79,68263,1
362,13,169513,0
363,41,224115,1
364,2934403837,169350,0
365,2974032810,188785,1
366,30,79300,0
367,51,123605,1
368,66,71697,1
369,24,36613,1
370,78,145771,1
371,50,6034,1
372,83,242898,1
373,34,79039,0
374,32,61581,0
375,65,234650,0
376,76,165652,0
377,40,122879,0
378,26,54129,0
379,44,137530,0
380,32,201586,0
381,46,131165,1
382,76,246210,0
383,51,217364,0
384,33,124279,1
385,45,186006,1
386,18,97584,0
387,2095168521,50261,1
388,54,67845,1
389,39,19561,1
390,42,113352,0
391,45,160537,0
392,55,222580,1
393,32,64655,0
394,68,118816,0
395,42,203574,0
396,71,18297,1
397,25,122713,1
398,56,129991,0
399,40,58740,0
400,58,96708,0
401,3928310358,73639,1
402,36,111273,0
403,45,2026,1
404,49,134692,1
405,72,49975,1
406,21,129659,1
407,28,95876,0
408,45,157311,1
409,56,125298,0
410,36,64269,1
411,34,20539,1
412,43,98584,1
413,67,165159,1
414,2888810015,29230,0
415,57,210860,0
416,51,205770,1
417,25,146604,0
418,63,123022,0
419,65,241006,1
420,50,202041,1
421,3216109598,6069,0
422,49,117941,1
423,55,78186,0
424,53,177658,0
425,3306751368,74302,0
426,62,97122,1
427,59,160645,1
428,53,219655,1
429,38,115459,1
430,36,185775,1
431,50,92798,0
432,51,69504,0
433,66,237735,0
434,47,27339,0
435,70,30956,0
436,73,217963,1
437,65,18318,1
438,12,72423,0
439,56,194658,1
440,46,11874,0
441,1868285258,168588,1
442,24,84883,1
443,50,57252,1
444,70,199401,1
445,33,27625,1
446,50,7290,0
447,42,179723,1
448,37,78140,1
449,43,20775,1
450,49,230576,0
451,76,93795,0
452,57,183463,1
453,56,89252,0
454,56,216060,1
455,43,105556,1
456,40,87514,1
457,42,105261,0
458,993125896,28346,1
459,64,189706,1
460,57,67351,1
461,64,144378,1
462,1249735688,104444,1
463,53,164501,0
464,68,140912,1
465,53,62090,0
466,42,127991,1
467,45,117725,1
468,62,78070,0
469,46,171692,0
470,45,148430,0
471,64,198762,1
472,61,57923,0
473,50,212203,0
474,67,205189,1
475,61,55055,1
476,34,85646,1
477,29,129870,1
478,38,215454,0
479,44,85458,0
480,33,184213,1
481,59,114674,1
482,70,130794,1
483,44,171700,0
484,11,116930,0
485,34,132280,0
486,39,89324,1
487,48,150379,1
488,48,101378,1
489,30,116183,1
490,68,43924,1
491,44,174851,0
492,49,33231,0
493,69,149746,1
494,89,231868,1
495,35,232805,1
496,27,246691,1
497,26,202380,1
498,56,27253,0
499,36,144202,0
500,56,21160,0
501,67,227514,1
502,4062255968,239554,1
503,72,17958,0
504,62,139369,0
505,70,112872,1
506,49,207965,0
507,32,39378,0
508,44,101062,0
509,36,212885,1
510,62,28106,0
511,60,59269,0
512,31,104226,0
513,48,99764,1
514,2970278634,216791,0
515,39,243240,0
516,3361668727,51811,0
517,46,218099,1
518,19,123903,0
519,1323133162,237118,0
520,52,13927,1
521,45,166280,0
522,75,205572,1
523,62,172483,1
524,72,33421,1
525,62,100072,0
526,69,103135,0
527,31,167460,1
528,79,245615,1
529,42,50079,1
530,55,221496,1
531,46,139288,1
532,73,170177,1
533,38,240224,1
534,63,102084,1
535,69,188693,0
536,56,71815,0
537,32,129273,0
538,48,158108,1
539,56,238159,0
540,39,41546,0
541,47,49232,1
542,39,24647,1
543,35,81705,1
544,58,225714,1
545,60,189867,0
546,51,72107,1
547,42,135340,1
548,85,217092,0
549,57,166320,0
550,39,98155,1
551,59,242690,0
552,48,232869,0
553,27,214916,0
554,41,246238,0
555,3891511271,248487,1
556,7,83011,0
557,61,204893,0
558,36,84949,1
559,40,125945,1
560,47,58292,1
561,49,138346,1
562,27,166676,0
563,39,60971,0
564,12,98309,0
565,64,94113,0
566,1175390578,227931,0
567,58,181777,1
568,791799858,39974,1
569,3898939164,147757,0
570,38,128606,1
571,64,102976,0
572,70,59094,0
573,49,113673,0
574,63,231980,0
575,64,23732,0
576,57,107957,1
577,67,148989,0
578,72,72442,1
579,50,95791,1
580,56,25262,1
581,64,241007,0
582,40,185650,1
583,54,182571,1
584,67,65123,1
585,4,173031,0
586,57,29632,0
587,46,138339,0
588,50,190177,1
589,63,6420,0
590,57,177939,1
591,60,191910,1
592,45,178912,1
593,63,77189,1
594,58,95037,1
595,75,117436,1
596,19,48749,0
597,34,80034,1
598,52,28337,0
599,44,200894,0
600,28,155823,0
601,57,219391,1
602,61,106309,1
603,58,30195,0
604,76,148543,1
605,58,19966,0
606,28,113317,0
607,48,165183,1
608,74,117507,1
609,44,140018,1
610,39,16298,1
611,15,187645,0
612,30,81244,1
613,52,143092,1
614,78,116581,0
615,66,147234,1
616,27,167529,1
617,38,249927,1
618,39,117973,1
619,66,86669,0
620,41,180615,0
621,44,102396,1
622,57,63648,1
623,55,86314,0
624,32,215511,0
625,58,15782,0
626,51,145301,0
627,52,188454,0
628,31,97862,0
629,382228142,209935,0
630,66,175691,1
631,46,143508,1
632,51,97442,0
633,47,233729,1
634,78,83037,0
635,45,84689,1
636,1282106639,16523,0
637,26,214491,0
638,42,119885,1
639,45,190635,1
640,27,186236,1
641,44,52181,1
642,25,15569,1
643,27,227285,0
644,52,122350,0
645,51,84549,1
646,60,88043,0
647,50,135586,1
648,46,130292,0
649,500564862,126348,0
650,57,9559,0
651,33,174567,1
652,68,9713,0
653,52,8948,1
654,64,66044,1
655,38,63743,1
656,55,179478,0
657,43,13984,1
658,20,205344,1
659,76,7993,1
660,65,231443,0
661,4002403463,52883,1
662,40,134137,1
663,46,133604,0
664,44,74035,0
665,77,219952,1
666,70,117444,1
667,82,248279,0
668,79,92815,1
669,49,167400,0
670,60,127524,0
671,49,207915,1
672,62,211939,1
673,53,229929,1
674,23,230826,1
675,26,166874,1
676,47,179636,1
677,42,108150,1
678,40,26537,0
679,1809465808,95527,0
680,3860556559,93524,1
681,78,64766,0
682,2724880502,29240,0
683,30,232674,0
684,4,170349,0
685,42,81459,0
686,34,131188,1
687,57,138602,0
688,41,187909,1
689,63,112177,1
690,19,109876,0
691,74,105324,1
692,53,214946,0
693,50,243746,1
694,56,16572,0
695,73,242629,0
696,41,169672,0
697,57,209292,0
698,39,8897,1
699,46,206206,0
700,41,23510,1
701,37,99968,0
702,62,77178,1
703,51,241221,1
704,47,28115,1
705,22,228055,0
706,64,19797,1
707,36,189693,1
708,2,47457,1
709,3019845710,58101,0
710,17,145603,0
711,36,48076,1
712,29,20538,0
713,69,20475,1
714,68,165680,0
715,60,145483,1
716,886334682,237007,0
717,39,222148,0
718,46,126283,1
719,2474256422,10614,1
720,60,56202,0
721,36,73011,1
722,42,117149,1
723,49,16695,0
724,42,153603,0
725,71,12280,1
726,40,71869,0
727,40,132015,0
728,64,228946,0
729,76,60467,1
730,56,83011,1
731,49,202548,0
732,3388442503,88158,1
733,54,81015,1
734,57,41411,0
735,17,145417,0
736,75,105648,1
737,48,46801,0
738,3531116560,67550,0
739,39,239065,0
740,49,94305,0
741,28,54689,0
742,67,240654,1
743,15,170685,0
744,40,236756,1
745,37,127613,1
746,42,120965,0
747,42,241829,1
748,50,235690,1
749,38,96013,1
750,65,101391,1
751,34,60442,1
752,85,99178,0
753,50,248660,0
754,48,63212,0
755,44,187809,1
756,58,50469,0
757,1192909627,28734,1
758,89,69989,1
759,25,117700,1
760,63,193763,1
761,60,164071,1
762,49,238277,0
763,64,188362,1
764,29,220150,0
765,25,16836,0
766,54,98452,0
767,18,132555,1
768,57,115056,0
769,42,56927,0
770,45,177757,0
771,50,176735,1
772,17,176346,0
773,31,206800,0
774,61,218277,0
775,76,114811,0
776,55,109098,1
777,53,235095,0
778,57,116867,1
779,51,186770,1
780,29,211908,1
781,37,212800,0
782,34,233281,0
783,29,126320,0
784,82,210221,1
785,41,172219,1
786,59,249477,1
787,57,11200,0
788,46,87117,1
789,53,68775,1
790,43,46350,1
791,46,158304,1
792,57,119594,1
793,56,73597,0
794,43,75042,1
795,59,232929,0
796,23,19016,1
797,90,177997,0
798,44,32558,0
799,50,25444,1
800,61,92292,1
801,66,65248,1
802,42,130929,1
803,50,54277,0
804,65,193838,0
805,1721432917,212245,1
806,2,148275,1
807,34,5646,1
808,50,212589,0
809,47,42044,1
810,61,205195,0
811,82,169380,0
812,40,128826,1
813,30,211947,1
814,62,27916,1
815,56,63562,1
816,48,8718,0
817,49,12651,0
818,34,58232,1
819,37,34382,1
820,37,121668,0
821,48,93578,0
822,69,240207,0
823,63,90215,0
824,4184183120,83891,1
825,23,66934,0
826,59,81840,1
827,61,197101,0
828,57,20763,0
829,45,118012,0
830,58,158076,1
831,57,68488,1
832,53,146809,1
833,59,31965,1
834,50,199459,1
835,66,129277,0
836,71,52519,1
837,52,76069,0
838,56,136367,0
839,51,172781,1
840,59,123662,1
841,45,57513,0
842,35,223729,1
843,36,104551,0
844,50,134122,0
845,69,226167,0
846,36,37594,1
847,66,68569,1
848,43,48900,1
849,53,35985,1
850,16,235099,1
851,36,215133,0
852,57,80076,0
853,32,157990,1
854,67,118885,0
855,60,116620,1
856,35,206669,1
857,62,110908,1
858,30,31942,1
859,33,140306,0
860,53,154376,0
861,33,87385,0
862,68,162248,0
863,68,52804,0
864,56,195050,0
865,4211730418,52960,0
866,32,121155,0
867,43,172107,0
868,52,172466,1
869,33,239633,1
870,47,55912,0
871,39,202167,0
872,47,140573,1
873,49,212558,1
874,46,92613,1
875,76,45460,0
876,31,174139,0
877,44,149402,0
878,58,176212,1
879,777966962,17277,0
880,53,103958,0
881,46,101689,0
882,49,38256,1
883,50,86593,0
884,54,142941,0
885,47,206216,1
886,29,155617,0
887,41,186283,0
888,53,102924,1
889,70,202315,0
890,40,161750,0
891,53,8989,0
892,36,90560,0
893,22,94032,1
894,67,96143,1
895,1330232775,110596,1
896,61,35844,0
897,45,119651,0
898,55,147736,1
899,41,116458,0
900,40,34631,0
901,40,146747,0
902,47,170350,1
903,65,193280,0
904,72,8158,0
905,59,171625,0
906,50,164477,0
907,52,181886,1
908,69,158771,1
909,56,120435,1
910,37,120062,0
911,29,152654,0
912,70,142856,0
913,1750774300,243495,0
914,27,35036,0
915,79,200007,0
916,57,142844,1
917,56,158184,0
918,49,21244,0
919,53,68450,0
920,1485509819,75298,0
921,52,192428,0
922,70,91160,1
923,588000771,39541,1
924,43,28861,1
925,42,162116,1
926,53,94766,1
927,45,59308,0
928,62,72200,0
929,52,68997,0
930,56,242842,0
931,57,170784,0
932,82,124376,1
933,72,196545,0
934,43,196848,0
935,68,93439,0
936,28,84753,1
937,50,223797,1
938,47,137520,0
939,85,138966,1
940,48,220228,1
941,743816205,18536,0
942,56,42454,0
943,3099032937,227190,0
944,28,128665,1
945,40,104478,1
946,57,207597,0
947,64,21099,1
948,3494737441,239927,1
949,79,223422,1
950,49,148818,1
951,39,88385,1
952,54,225507,1
953,59,102267,0
954,48,230677,1
955,26,16546,1
956,54,681,0
957,25,43035,1
958,57,209835,0
959,1595763765,122659,0
960,29,21375,1
961,32,26765,0
962,45,158613,1
963,58,129749,1
964,47,170569,0
965,26,161920,1
966,38,128850,0
967,55,79928,1
968,53,44925,0
969,63,109680,0
970,1917553498,162576,1
971,52,176516,1
972,46,166492,1
973,41,9414,0
974,38,26004,1
975,32,249581,1
976,30,23845,1
977,43,172105,0
978,43,200330,1
979,32,80833,0
980,74,82512,1
981,46,21209,1
982,50,219740,1
983,45,210210,1
984,30,146963,0
985,40,132720,1
986,42,210798,1
987,56,78543,1
988,67,146595,1
989,53,4019,0
990,41,161650,0
991,46,224742,1
992,64,92969,0
993,55,248609,1
994,51,195115,1
995,49,140717,1
996,45,38843,1
997,37,235110,0
998,74,216493,1
999,43,14322,1
1000,45,249102,0
1001,56,46932,1
1002,67,7500,0
1003,65,105281,0
1004,62,129027,0
1005,36,171802,1
1006,66,71573,0
1007,72,171157,1
1008,82,130388,1
1009,42,64094,0
1010,39,53225,0
1011,83,121651,0
1012,47,82577,1
1013,56,80637,0
1014,71,27738,1
1015,68,48945,1
1016,47,150473,0
1017,36,73596,1
1018,45,115366,1
1019,64,134251,1
1020,28,101386,0
1021,72,154246,1
1022,52,201106,0
1023,68,107366,0
1024,42,19397,0
1025,74,33366,0
1026,49,142971,0
1027,23,22083,1
1028,72,184799,1
1029,24,157625,0
1030,47,191492,1
1031,16,99758,0
1032,62,231355,1
1033,33,34186,1
1034,56,111184,1
1035,48,87463,0
1036,42,12752,0
1037,44,117511,0
1038,51,24331,1
1039,46,20384,1
1040,41,156944,0
1041,44,147671,0
1042,62,351,0
1043,32,51135,0
1044,30,52955,1
1045,51,196301,1
1046,64,239279,0
1047,38,170510,0
1048,24,156427,1
1049,48,13101,0
1050,53,818,1
1051,10,139510,1
1052,64,123161,1
1053,24,118910,0
1054,27,156117,1
1055,44,232229,1
1056,25,199557,1
1057,328302476,181694,0
1058,50,161977,1
1059,23,160934,1
1060,36,231128,1
1061,41,215310,1
1062,52,197912,1
1063,56,93582,1
1064,12,144131,0
1065,49,173884,1
1066,64,206149,1
1067,66,52998,1
1068,69,215596,1
1069,39,3146,0
1070,55,242104,1
1071,39,108365,0
1072,57,119367,0
1073,1974479495,54728,0
1074,59,50190,0
1075,73,146510,1
1076,40,13509,1
1077,65,195749,0
1078,45,116814,1
1079,62,52461,1
1080,62,158880,0
1081,30,165706,0
1082,37,152754,1
1083,54,110335,1
1084,63,41887,0
1085,46,182728,1
1086,64,138350,0
1087,1991894521,36554,1
1088,62,112017,1
1089,52,66231,0
1090,54,249906,1
1091,53,210161,0
1092,66,16285,1
1093,35,110603,0
1094,45,40928,1
1095,67,154443,0
1096,64,18143,0
1097,1351871262,240014,1
1098,34,132832,1
1099,70,35512,0
1100,41,153986,1
1101,45,48168,1
1102,72,188148,1
1103,26,222586,1
1104,52,24161,1
1105,57,91851,1
1106,3462160907,89121,1
1107,53,136341,0
1108,40,136348,1
1109,38,83144,1
1110,46,170,1
1111,31,237490,1
1112,62,141257,1
1113,47,128377,1
1114,35,130280,1
1115,56,51989,1
1116,74,242613,1
1117,62,163660,1
1118,53,39811,1
1119,72,229504,1
1120,38,41074,0
1121,39,116928,0
1122,39,144978,1
1123,64,208352,0
1124,66,34499,1
1125,59,19278,0
1126,49,249256,0
1127,46,82798,1
1128,42,90967,0
1129,43,33011,1
1130,58,71207,0
1131,43,239959,1
1132,25,75626,0
1133,73,161963,1
1134,78,188735,0
1135,69,65725,1
1136,42,137104,0
1137,55,105866,0
1138,54,238984,0
1139,44,231050,0
1140,31,10891,0
1141,39,142807,0
1142,79,86729,0
1143,33,166094,0
1144,2501450161,200240,1
1145,51,68652,1
1146,57,50580,1
1147,71,180931,0
1148,46,177412,0
1149,73,20716,0
1150,37,68119,1
1151,54,187029,1
1152,48,216795,0
1153,75,37871,0
1154,73,145553,0
1155,56,95711,0
1156,44,112712,0
1157,59,66500,0
1158,21,150934,0
1159,67,33992,0
1160,65,1439,0
1161,33,85258,1
1162,63,22911,0
1163,38,87144,1
1164,53,95185,1
1165,43,185811,1
1166,25,140158,1
1167,55,78244,1
1168,61,2256,1
1169,60,46413,0
1170,24,207299,0
1171,39,234794,0
1172,48,60459,1
1173,53,132257,0
1174,45,39161,0
1175,67,19751,0
1176,29,143705,0
1177,49,121946,1
1178,68,100541,1
1179,41,107638,1
1180,38,26806,0
1181,48,67463,1
1182,88,61297,1
1183,63,211673,0
1184,30,143795,1
1185,60,237196,0
1186,46,9784,1
1187,37,43580,0
1188,67,155887,1
1189,22,246592,0
1190,55,234221,1
1191,28,214392,0
1192,66,154773,0
1193,47,102918,1
1194,51,165416,0
1195,59,215686,1
1196,73,75312,0
1197,47,211977,0
1198,56,120246,0
1199,70,162224,0
1200,36,3413,0
1201,20,167992,0
1202,65,50155,0
1203,47,46689,1
1204,46,174155,1
1205,55,211966,0
1206,61,219402,1
1207,60,147935,1
1208,37,133101,1
1209,55,202872,0
1210,43,181543,1
1211,42,152220,0
1212,40,40142,1
1213,67,190202,1
1214,52,91565,1
1215,67,18280,0
1216,28,154826,0
1217,78,100801,1
1218,59,67711,1
1219,47,116554,1
1220,9,229501,1
1221,428169889,103830,1
1222,42,125508,0
1223,42,146994,0
1224,49,1274,0
1225,47,7108,0
1226,62,85251,1
1227,44,96314,0
1228,44,240863,0
1229,58,168286,0
1230,66,46405,1
1231,40,33054,0
1232,61,7327,0
1233,67,241660,0
1234,44,118606,1
1235,76,16987,0
1236,52,172705,0
1237,66,140742,1
1238,57,30978,0
1239,45,72912,0
1240,83,93900,1
1241,52,104760,1
1242,34,234081,0
1243,55,107112,1
1244,48,173738,0
1245,47,234758,1
1246,27,124707,0
1247,58,86859,1
1248,27,212867,1
1249,68,48421,0
1250,36,201843,0
1251,67,24200,1
1252,61,57112,1
1253,37,215699,1
1254,39,116994,1
1255,30,137255,0
1256,52,136966,1
1257,46,114336,0
1258,52,106135,0
1259,42,162264,1
1260,3264622277,208524,1
1261,57,115384,1
1262,54,27287,1
1263,41,54053,1
1264,29,13208,1
1265,66,199256,1
1266,33,27434,0
1267,37,35036,0
1268,28,225132,1
1269,34,166559,0
1270,57,242423,1
1271,23,42019,1
1272,2573137081,209924,1
1273,47,206340,1
1274,77,21749,0
1275,35,78779,1
1276,51,227763,0
1277,46,135689,1
1278,46,125813,1
1279,37,73018,1
1280,43,216209,1
1281,54,184303,0
1282,52,71760,0
1283,89,245745,0
1284,47,17790,1
1285,53,63826,0
1286,54,209147,0
1287,52,24302,1
1288,26,6816,0
1289,44,84798,0
1290,41,3558,1
1291,31,182877,0
1292,46,82255,1
1293,41,4765,0
1294,48,86467,1
1295,48,120325,1
1296,33,232940,0
1297,57,182029,0
1298,38,207116,1
1299,60,35152,0
1300,7,77444,0
1301,44,113812,1
1302,62,624,0
1303,75,151927,1
1304,59,174302,0
1305,4,230426,0
1306,3186572832,41853,0
1307,22,54475,0
1308,62,8133,1
1309,28,223686,1
1310,54,217445,0
1311,38,244877,1
1312,78,64680,1
1313,33,151121,1
1314,37,240135,1
1315,63,134065,0
1316,48,20180,0
1317,47,206836,0
1318,22,29223,1
1319,41,163441,0
1320,57,58817,0
1321,26,195558,0
1322,29,153977,0
1323,65,222618,0
1324,59,120019,0
1325,43,216077,1
1326,68,47462,1
1327,73,31636,1
1328,52,185843,0
1329,27,140428,0
1330,55,141713,0
1331,40,18194,1
1332,48,136834,1
1333,64,88187,0
1334,74,7902,1
1335,57,201426,1
1336,51,198473,0
1337,52,134785,1
1338,6,92634,1
1339,76,237446,0
1340,48,201804,0
1341,89,212052,0
1342,67,31062,1
1343,52,205112,1
1344,45,121079,0
1345,64,121240,0
1346,39,96596,1
1347,50,107788,0
1348,61,132644,0
1349,508467343,228031,1
1350,47,88281,0
1351,38,118919,1
1352,28,86713,1
1353,62,25872,0
1354,61,206876,1
1355,67,167933,0
1356,60,32231,1
1357,50,120895,1
1358,4227026492,49719,0
1359,83,206902,0
1360,2379472921,193736,0
1361,60,184086,1
1362,47,79307,0
1363,36,170602,0
1364,65,128674,1
1365,64,36095,0
1366,38,72826,0
1367,60,29778,1
1368,22,116875,0
1369,54,5706,1
1370,69,236597,0
1371,36,139765,1
1372,47,19494,0
1373,67,193022,0
1374,54,54973,1
1375,54,169129,0
1376,62,118740,0
1377,64,89419,0
1378,56,7440,1
1379,51,114539,0
1380,54,115820,0
1381,45,207541,1
1382,56,194705,1
1383,48,159515,0
1384,44,138953,0
1385,50,54769,1
1386,71,237027,0
1387,49,12468,1
1388,57,82300,1
1389,3837458941,76822,0
1390,54,219152,1
1391,47,206041,0
1392,33,188553,1
1393,59,37421,1
1394,43,240510,0
1395,66,224564,0
1396,64,26417,1
1397,37,130198,0
1398,38,194544,0
1399,41,213736,0
1400,77,21667,0
1401,54,51348,1
1402,52,226174,0
1403,60,681,0
1404,50,101629,1
1405,84,246292,1
1406,71,17836,0
1407,63,215873,0
1408,49,210230,0
1409,58,221864,1
1410,23,85351,1
1411,48,114361,1
1412,23,139597,1
1413,67,172721,1
1414,63,10632,1
1415,44,60295,0
1416,55,149127,1
1417,31,137730,0
1418,59,52294,1
1419,70,80045,1
1420,91,12258,1
1421,3540774796,231438,0
1422,28,7600,1
1423,67,227415,1
1424,4152259446,101240,0
1425,55,24456,0
1426,60,144217,1
1427,42,113080,1
1428,47,38459,0
1429,74,42892,1
1430,37,236197,0
1431,74,131335,1
1432,4064757045,5261,1
1433,65,44545,1
1434,66,114469,1
1435,55,163692,0
1436,59,67315,0
1437,53,21218,0
1438,63,246851,1
1439,49,74540,0
1440,68,132374,0
1441,28,166367,1
1442,2096223551,112382,0
1443,50,36701,1
1444,17,55547,0
1445,52,154881,0
1446,42,41364,0
1447,74,160563,1
1448,47,143422,0
1449,48,220043,0
1450,51,28737,0
1451,58,22678,0
1452,69,131122,1
1453,54,243060,1
1454,39,137324,1
1455,1647950897,212889,0
1456,42,45243,0
1457,36,181135,1
1458,29,60036,0
1459,24,214494,0
1460,46,6591,0
1461,52,148817,0
1462,69,72252,1
1463,50,156769,0
1464,38,3872,1
1465,54,66483,0
1466,57,27455,0
1467,63,135295,0
1468,37,224743,1
1469,50,87173,0
1470,70,237946,1
1471,64,216804,0
1472,47,200735,1
1473,53,72988,0
